Author,Comment,Published At
@Mimi14.,0:32 .....,2025-02-05T06:30:33Z
@Liv_is_water,"The gets 20 likes ill tell my crush i like him

No cap😊",2025-02-05T05:48:10Z
@torzardoreenangelene3528,"the day dream; ""ill imagine we fell inlove"" how he longed. this song is so pure",2025-02-05T05:25:44Z
@RumaisaFirdous,Ok why does he look like felix in the thumbnail 😂,2025-02-05T04:27:38Z
@MelodyBox-8386,Ang musika mo ay nagbibigay ng inspirasyon,2025-02-05T02:01:13Z
@averydeleon_,"After I started listening to this song, I met the love my life recently. Thank you❤",2025-02-05T01:54:11Z
@yeonbinnee,"Best song ever and best artist ❤
Love you Yung Kai 
Best of luck 
Make best songs like this 
I can't forget this 
I don't know 
Why I'm crying 😭",2025-02-05T01:27:18Z
@akshataniket2483,Such a masterpiece,2025-02-04T18:03:54Z
@asmidutta,This is soo beautiful 😭😭😭😭😭😭😭😭😭😭😭💗💗💗💗💗💗💗💗💗💗💗💗💗,2025-02-04T16:47:53Z
@theavengers.,Back to this masterpiece for the 100th time love him and his music since young - February 2025,2025-02-04T16:47:18Z
@medovanx,I hope one day she figures out how much I really loved her. I will always choose her over anyone and anything.,2025-02-04T16:19:43Z
@hidayatunnajah6093,"Kesini gara² sound
 uu iii aaaaa u u i i aaa",2025-02-04T14:24:33Z
@Peanuts17th2,If this comment gets 690 likes im gonna ask my crush out,2025-02-04T13:56:28Z
@jgzo,😌,2025-02-04T12:39:59Z
@Gojosatorumpgrblxplayz,"While being alone and singing this, it's great and nice the way the song is so good I thought. If I go and ask my crush out maybe I will get rejected or accepted it's hard but this song made me happy, so W video and W song",2025-02-04T11:08:17Z
@Hallelujah333,"​To be honest, i never really had a good childhood. I experience depression many times, lust, and etc.. But guess what? HE STILL CARED FOR ME! EVEN YOU. HE LOVES YOU. He even saw me sinning, YET HE STILL FORGIVED ME. Please repent because it might be too late. LIFE CAN BE HARD, BUT HE'S STILL HERE TO HELP YOU. 
Listen. I do adultery when i was a child, cuz of worldly things. Then i experience depression on 7. Then i keep thinking about wrong things at 8 and 9. And..God helped me again. 
He gave me the happiness i never think i could have. I prayed, fasted. And he asnwered my prayers. 
He helped me on hard times
He gave me the ability, and talent i always prayed for. 

Yet i used the writing talent from God, the wrong way. 

Yet i keep covet, because the hobby He gave wasn't enough. 

Sometimes i can fail, and just want things other people have. Sometimes I'm not grateful. 

But He still helped me, again.

And that's His love for us. He saw you sin, yet still forgived us. We treated Him like a toy, and fail him. He already died on the cross for us. 

Yet we keep sinning. 

Please stop failling Him, people. We got the love we don't even deserve. He still helped us. 

Please. 

I repented many times, and sometimes i can fail. But that doesn't mean God will just leave you, because you sinned ""too much"", or whatever. He will try to help you, and you need to listen. Even though if there's ups, and down, i know we all can do it. We can do anything through God, everything is possible. 
Don't fall for the tricks from the devil. Don't do worldly things. Faith without works is dead. Repent before it's too late, because it might be too late. Don't focus when will salvation happened, instead, focus on God more. Fast, pray, do His commands. Trust, and it will happened. Anything compared to God's love, is nothing. He will help you if you're depressed. 

There's things that Christians should NOT say, for example ; i swear, i can't, what the -, bad words, mocking His name, oh my (-.) (God's name), saying His name in vain, judging people, lying, karma, lucky, etc. These are not allowed, and is breaking God's rules.
 Also as an Christian, we must be patient, care and love for each other, spread gospel, respect (other religion, people, parents, anything.), not jealous, and humble. [Going to church is important, it can help your faith. Because social as an Christian is pretty important. There's important things you might find out, that you didn't know from the Bible.] 
And even smallest things! Wait for people who's talking to complete what they're saying, helping someone who needed our help, invite someone to go to church. Don't be afraid to spread the gospel, i used to experience that, but it can save someone who needed His help. You can practice love, by helping your parents/doing their commands, pray for people who needs it ;  even your enemies. Doing these is the same as loving God. 

Don't let talents, electric things (phone, tv, whatever), lust / adultery, other god, and etc above God! I know it might be hard, but we need to stop. How? Pray to God to give the things you needed to stop doing the sins, ask Him to help you, and fast, and you can spend your free time spending with family, and fast. 

Don't make harsh jokes that might hurt someone, or dirty jokes, etc

Don't covet / don't be jealous. We need to learn to be grateful for what God have given us. 

Don't be greedy, spare for people who needed these. And it can hurt people too. 

Don't lie, spread rumors. We need to be careful by what we're gonna say

Careful with what we're seeing, saying, hearing, doing, or whatever. 

Be humble / don't do pride

Close the door when you're about to pray, or fast. 

Don't be addicted, or do adultery. Adultery is doing something dirty. Addicted can be about your electrical things, alcohol, dru*s, smoking. 

Be careful and don't try to say other god's name. And dont praise other god than Him. 

Don't kill innocent people

• Good deeds won't take you to heaven. •

Let God do the work sometimes

Don't believe in luck or karma

Don't lie. • It will not end good. •  Even if it hurts, it makes you closer to God. 

Don't be lazy. Don't sleep too much, don't play mobile too long. 

If you're sad, or feel like you're going to do something wrong. Immediately pray to God! Ask for help! 
Remember, we can't do things without God. Every asnwer to do things is God. We can't repent without His name. 
Please repent before it's too late. 
If you're sad, He's always here. 
If you're sick, may God heal you. 
• Please don't give up. Venting to God can help. Life  can be hard sometimes, and I'm sorry if you're struggling. •
He loves you no matter what. 
If you repent, He will forgive you. 
We need to let the past be the past, and change ourselves for God. 
Don't compare anyone, or even yourself. 
We all have worth
No one is perfect except God. 

We need His help

God bless you :) 

Spread the gospel, everyone. Don't be afraid. Because it might save someone.God bless everyone who's hurt, or needed His help. I hope they can recover in His name! ❤everyone please repent before it's too late and God loves you all btw and if you're sad pray to God!!",2025-02-04T10:25:12Z
@riandhika117,this song related to Himmel and Frieren 🙃,2025-02-04T09:04:39Z
@jingboss1234,why is the video 4:3,2025-02-04T08:46:52Z
@karlamercedesgomezancasi2019,I love music as well as the k-drama that is inspired by it💗,2025-02-04T08:31:26Z
@hssuting517,What a voice ❤🥹🥹,2025-02-04T07:21:52Z
@NorosinghSingh,Same to face chum darang that's girl chum darang belong from North East💜💜💜 arunachal pradesh,2025-02-04T06:33:20Z
@NorosinghSingh,That's chum darang,2025-02-04T06:30:53Z
@jadeBeautyHunter,bro is Korean Anup jain ( no pun intented ! ),2025-02-04T02:47:14Z
@HomoSapien-d5r,Bro made a song and made everyone feel love ❤❤‍🩹,2025-02-04T01:23:54Z
@akhisarangsyhnjtj929,Wow awsome 💜,2025-02-04T00:53:34Z
@IzukuBTW_Official,If this comment gets 100 likes I’ll tell my crush I like her,2025-02-03T23:57:45Z
@grlpudding,"This song remmember me that i dont have enough to live iven l m 
very young so that night i was crying and calling my mum to say that l love her my sisters and every friend thank you",2025-02-03T21:12:15Z
@Po0kieeee-r6d,You can feel the happiness of this song,2025-02-03T20:13:03Z
@mohikachannel,is there any other song like this with this vibe please recommend it's soo good😍,2025-02-03T18:12:03Z
@toufiqurrahman1998,"Ah yes, reminiscing about the love story i never and longing for a girl that i can only imagine",2025-02-03T16:26:24Z
@tortiraz,"Who else has been bombarded with ""Frieren"" shorts and reels with this song in the background?",2025-02-03T16:15:25Z
@LouieJayManongLuigi,"such a great masterpiece, thank you for making this song, yung kai!

i also dropped my cover of this song, thank you so much!

Link: https://youtu.be/LP3IZ6d8n8M?si=HH7Slxc45VMtJ8eo",2025-02-03T14:46:48Z
@sandeeplama8452,Wow,2025-02-03T14:41:24Z
@NOTXADAM,please new song for all,2025-02-03T13:03:46Z
@cutiehere17,After listening this song i proposed my crush 😭,2025-02-03T11:57:19Z
@Munmunhtoi,"this song reminds me of ""'wifty''",2025-02-03T11:26:39Z
@LeonieLawliet,This needs to be more popular,2025-02-03T11:17:08Z
@denissebastian4484,Lagu yang nemenin gw saat lagi Belajar/ngisi PR..,2025-02-03T10:26:58Z
@Artandcraftwithikra,When I was see the c-drama 'when I fly towards you' and when I see the blue song then I realise that the blue song and the c-drama  combination was amazing and the song was absolutely good and  I listening blue song everyday every moment and I love Kai songs❤,2025-02-03T09:23:48Z
@bibeksubedi2909,Flute version was OP too!,2025-02-03T09:08:29Z
@Furqaan.007,Me imagining myself with the girl who left me 🥀❤️‍🩹,2025-02-03T06:51:49Z
@JohnbryceAdolfo-b2b,Saw this song in my best friend note and I loved it,2025-02-03T05:55:33Z
@silkysyli,I wonder if he is doing okay. This song makes me hope he will come back.,2025-02-03T05:44:49Z
@visalq7412,🎉🎉🎉,2025-02-03T04:30:47Z
@PriyaMaya-c9d,Yung kai voice is so beautiful 🥰🥰🥰🥰,2025-02-03T03:29:25Z
@DiscoViral-m9x,"In this age of rap music and stuff, here this man made one of the best love song",2025-02-03T03:19:58Z
@ekarevo7115,"i love this song so much, i feel like himmel",2025-02-03T03:05:35Z
@MM61379,"Why does my heart 💔😭 while listening this? 
Does anyone else feel same?",2025-02-03T02:49:34Z
@Thered-yq3sk,Best love song of this generation,2025-02-03T02:28:57Z
@badluck6491,I dedicate this song to my Lavender Queen❤❤ love her the most❤❤,2025-02-02T20:36:13Z
@TheintHtutsnowqueen,"Make me think of...
May eve, not quite the ocean.",2025-02-02T15:39:02Z
@JHONPASARIBUMUSIK,Wouw trending🎉🎉,2025-02-02T15:10:08Z
@RonelGabonada,Perfect song I've heard this year.,2025-02-02T13:56:15Z
@Mohammadirfan..,Morning eyes 🥹,2025-02-02T13:27:20Z
@MehakranaOfficial,If my comment get 1k likes I will propose my crush,2025-02-02T13:27:14Z
@yukki5623,Frieren gang 👇👇👇,2025-02-02T13:11:16Z
@AmbotPlint,I love song i keep singing your song❤❤,2025-02-02T12:13:59Z
@AmbotPlint,I love your song I keep singing your song❤❤❤❤,2025-02-02T12:12:51Z
@gravencazh,If this comment gets 750 likes I will ask her out,2025-02-02T11:05:15Z
@apoorva7055,If this comment got 1K I will purpose Him,2025-02-02T07:05:01Z
@soummayturza8470,Actress name? 0:23,2025-02-02T06:59:10Z
@johnlisten871,No lust just pure love indeed❤,2025-02-02T06:17:27Z
@abramsokri8786,"This song let me, I'll imagine we fell in love. 😊",2025-02-02T05:13:50Z
@AllenEstologaEstologa,People that feel good when listening this song❤,2025-02-02T03:30:08Z
@LifeSculpter,May this type of love find me 🎧🫶🏽,2025-02-02T03:09:57Z
@StanzaMata,"So calm, I love it❤",2025-02-02T01:36:31Z
@Skmdk_,"3:20 he will see that he’s not spending his time with her 
It’s actually just his imagination",2025-02-02T01:03:51Z
@Batatargb,Sempre uma Japa,2025-02-02T00:59:01Z
@nujhatahmed4175,Wonderful.. Love from Bangladesh 🇧🇩🇧🇩,2025-02-01T20:27:39Z
@JvSanderArogante,"SO LITERALLY SWEET SONGS 
I'll always listening this love song while being single ❤️",2025-02-01T17:54:18Z
@egaardiandrawing-architecture,anyone in 2026,2025-02-01T17:39:41Z
@zorogates69,The intro and the lead is the only good in this song. The vocals suck. 😂,2025-02-01T17:33:11Z
@yuvrajsshow..8543,It's totally awesome ❤,2025-02-01T15:39:02Z
@haseilahk,"Suka betol lagu ni. Lagu yang pepagi ko bangun, astu bukak tingkap sambil terkena panahan cahaya matahari. Hehe.",2025-02-01T15:16:35Z
@mehulparmar4720,"If i Got 1k like , i will propose my crush... ✨️",2025-02-01T15:05:17Z
@JHM_36,whats the name of the girl please?,2025-02-01T14:37:04Z
@sharoonnaeem5052,peace in his voice,2025-02-01T14:20:35Z
@kadekp28,"February 2025 Here Huu
mengingatkan saya pada...",2025-02-01T14:11:32Z
@Yomur230,❤,2025-02-01T13:02:51Z
@납자_11,❤❤❤❤❤🙌,2025-02-01T11:49:26Z
@deeparetheesh7511,Did anyone noticed  julia ma 😮😮😮,2025-02-01T09:59:23Z
@mohammadrahul5485,Bro. This is masterpiece 😢,2025-02-01T09:45:29Z
@yourlatenighthost,this is how i'd describe the love between me and him. i love my boyfriend fr,2025-02-01T09:20:12Z
@Thanos-en5jr,"That ""all that I want"" feels like japanese❤😢",2025-02-01T07:56:58Z
@HiranHaran,I though die with smile was the best love song but this just surpasses all everything is god from lyrics to rythmes,2025-02-01T07:21:39Z
@Mohamed17mo,Who ever replies to this comment I'll watch it ten more times,2025-02-01T06:47:00Z
@narukaganbaatar,1:03 🫠🫠🤍,2025-02-01T06:00:48Z
@feodoravalerie2629,waiting for my zhang lurang ,2025-02-01T05:55:42Z
@ahwachanel6524,❤❤❤,2025-02-01T04:29:46Z
@Deepakr3053g,Sukun bhari jindgi 😌🥺🥺😊,2025-02-01T04:04:33Z
@poinblank886,Markisah,2025-02-01T03:23:47Z
@miso_mismo,OMG I NEVER KNEW JULIA MA IA HEREEEE AAAA MY GIRL,2025-01-31T23:46:08Z
@miso_mismo,OMG I NEVER KNEW JULIA MA IA HEREEEE AAAA MY GIRL,2025-01-31T23:46:07Z
@ayna_didit_9897,The first seconds i sang Euphoria,2025-01-31T19:18:14Z
@CupCake-x3v,Single people enjoying this for no reason 🥲,2025-01-31T18:01:32Z
@navishr59,Who is that girl ??,2025-01-31T17:39:53Z
@themountains1701,I like the fact that you have added the lyrics in the description 👍🏻,2025-01-31T16:33:51Z
@Bishtlaxmi507,"Its just very difficult to not confess your feelings to your love ,
Its hard but "" i love you "".",2025-01-31T14:11:30Z
@divishashukla1942,just as imagined the song to be,2025-01-31T13:57:26Z
@t1ny2winnie,just felt every line of this song 🥺🫀,2025-01-31T13:17:14Z
@skyunnie,JULIAAA SO PRETTYYY🥰,2025-01-31T13:14:23Z
@pc_playz5940,"iLevedissong

😮😮😮😢😢😢",2025-01-31T13:09:20Z
@borun5551,Wowwwwwwww😌this is slowly slowly touching my heart 😌😌😌🥲 sunset and video communication heart touching 😔😔😔😔❤❤❤,2025-01-31T10:57:36Z
@eizwaneiz,Himmel will do the same thing,2025-01-31T09:52:01Z
@PajanganIndo,Mantap,2025-01-31T06:20:38Z
@Lovelyday-16,Anyone in 2030?,2025-01-31T06:03:16Z
@Lio-f6,It’s touching my heart dude❤,2025-01-31T05:49:41Z
@harsh__3310,Nice song,2025-01-31T05:09:49Z
@Driver-heavy,Nice,2025-01-31T03:39:56Z
@SheejaShaji-d3o,Anyone in 2025?,2025-01-31T03:30:06Z
@kii9931,Saat ini aku berada di titik terendah terkena cacar air dan lagu ini mengingatkanku tentang kenangan indah selama hidup itu membuat ku semangat menjalani hidup kembali dan sekarang aku berusaha bahagia dan membahagiakan orang yang telah membahagiakanku saat aku berada di titik terendah,2025-01-31T02:24:33Z
@teenagergirl273,"wifty fans here, listening to this song is like going to theraphy for me.",2025-01-30T18:51:45Z
@debashish_bera,"Listen at 1.5x , Thank me later",2025-01-30T17:38:12Z
@dittopid5627,Bestttt songgg 🥲🥲🥲🥲🥲,2025-01-30T17:18:53Z
@nikki_yay,By listening to this song I fell in love with someone who never be mine...,2025-01-30T15:46:53Z
@MarkosRamosta,Mengapa saya lebih suka menyendiri dan mendengar lagu ini,2025-01-30T15:23:58Z
@nursyazzureena7391,should i confess to him?,2025-01-30T14:58:10Z
@lairynjk,Gwapoha jud nmo uy,2025-01-30T11:06:27Z
@JhonPaulusll,Lucu banget ni lagu klw di buat meme,2025-01-30T10:37:01Z
@khushigarg7408,"Reminds me of I'll never fall in love again until I found her in the best way❤❤ the vibe, the lyrics, it speaks to me in a personal way",2025-01-30T10:15:45Z
@RajRaj-kq3vqwww,This song told the meaning of love❤❤❤❤❤❤❤❤,2025-01-30T06:35:49Z
@shariarsami8487,my dream before i wake up,2025-01-30T05:43:29Z
@ZOLEN-7,If my comments got 1k like I will prapose my crush,2025-01-30T04:39:51Z
@danialbluu,I like the girl hihi,2025-01-30T04:39:02Z
@amx50Bsurbaisse,"She is older, smarter, and just better than me",2025-01-30T04:31:27Z
@bradcailing6147,If this comment gets 10 likes I’ll ask my crush I like her,2025-01-30T04:14:14Z
@gedex_vines,😊🎉❤,2025-01-30T04:01:56Z
@saaniyaheliza,Why is no one talking about how JULIA MA is in the video...shes so prettyy!! I love watching her channel,2025-01-30T04:01:41Z
@impaler7667,0:18,2025-01-30T03:09:40Z
@Xochitl-2266,WHY IS NO ONE TAKING ABOUT HOW THIS IS SO' WHEN I FLY TOWARDS YOU' CORE!?!?!?!?,2025-01-30T02:53:01Z
@bhumirajmushahary3446,Why do younger Generations want to create blurry videos when we have the best of the best cameras today ?,2025-01-30T02:36:58Z
@Morgothagus,Suatu hari di bukit govardan ada anak kecil yang memainkan serulingnya di bawah pohon,2025-01-29T22:30:03Z
@ilysusahn,my fav song 🌷,2025-01-29T17:29:46Z
@eleanorsubing1680,love itttttt!!!!!!🥹🥹🥹❤❤❤,2025-01-29T16:17:48Z
@GirlieShikikaStar,●v● This is my hole life on this {I love ur songs} ¥our welcome,2025-01-29T15:50:59Z
@Chutky_Dholakpur,I miss those times when bheem would sing it for me under the moonlight 😢😔 darn u indu,2025-01-29T15:47:28Z
@MeowMeowAIWorld,born in 2000  with old grandpa vibe .,2025-01-29T13:34:48Z
@BirdysRoadTo500Subs,I'm a extremely single person but this song is so good I can enjoy it to❤️‍🩹,2025-01-29T12:15:24Z
@BirdysRoadTo500Subs,"This song is just so beautiful and Calming. These days everyone just listens to Rap music, Although my heart will always belong to this type of music❤️‍🩹🌊",2025-01-29T12:14:32Z
@annassyahfiar,penyakit siput gila,2025-01-29T10:00:26Z
@Unknown_5868,"Best song i ever heard....the melody, voice , lyrics everything is breathtaking
I'll support you forever kai💙💙💙",2025-01-29T09:17:40Z
